num_article;doi;term
3;https://doi.org/10.1111/jnc.16121;voltage-dependent calcium channels
3;https://doi.org/10.1111/jnc.16121;primary data manuscripts
3;https://doi.org/10.1111/jnc.16121;network scale deficits
3;https://doi.org/10.1111/jnc.16121;vivo screening tools
3;https://doi.org/10.1111/jnc.16121;vitro neuron cultures
3;https://doi.org/10.1111/jnc.16121;voltage-dependent sodium channels
3;https://doi.org/10.1111/jnc.16121;HCN channels
3;https://doi.org/10.1111/jnc.16121;significant role
3;https://doi.org/10.1111/jnc.16121;Ion channels
3;https://doi.org/10.1111/jnc.16121;SCN2A disease
3;https://doi.org/10.1111/jnc.16121;up-to-date reviews
3;https://doi.org/10.1111/jnc.16121;genetic disease
3;https://doi.org/10.1111/jnc.16121;genetic factors
3;https://doi.org/10.1111/jnc.16121;major advance
3;https://doi.org/10.1111/jnc.16121;GABAA receptors
3;https://doi.org/10.1111/jnc.16121;devastating disease
3;https://doi.org/10.1111/jnc.16121;gut microbiota
3;https://doi.org/10.1111/jnc.16121;metabolic aspects
3;https://doi.org/10.1111/jnc.16121;drug impacts
3;https://doi.org/10.1111/jnc.16121;metabolic therapies
3;https://doi.org/10.1111/jnc.16121;Epilepsy Research
3;https://doi.org/10.1111/jnc.16121;recurrent seizures
3;https://doi.org/10.1111/jnc.16121;pathogenic mechanisms
3;https://doi.org/10.1111/jnc.16121;issue
3;https://doi.org/10.1111/jnc.16121;issue
3;https://doi.org/10.1111/jnc.16121;genotype-phenotype relationships
3;https://doi.org/10.1111/jnc.16121;anti-seizure drugs
3;https://doi.org/10.1111/jnc.16121;review
3;https://doi.org/10.1111/jnc.16121;few decades epilepsy patients
3;https://doi.org/10.1111/jnc.16121;research manuscripts
3;https://doi.org/10.1111/jnc.16121;Advances
3;https://doi.org/10.1111/jnc.16121;epilepsy patients
3;https://doi.org/10.1111/jnc.16121;manuscripts
3;https://doi.org/10.1111/jnc.16121;Epilepsy
3;https://doi.org/10.1111/jnc.16121;drugs
3;https://doi.org/10.1111/jnc.16121;variation
3;https://doi.org/10.1111/jnc.16121;causes of epilepsy
3;https://doi.org/10.1111/jnc.16121;numerous therapeutics
3;https://doi.org/10.1111/jnc.16121;sodium channels
3;https://doi.org/10.1111/jnc.16121;screening tools
3;https://doi.org/10.1111/jnc.16121;clinical need
3;https://doi.org/10.1111/jnc.16121;data manuscripts
3;https://doi.org/10.1111/jnc.16121;research gains
3;https://doi.org/10.1111/jnc.16121;scale deficits
3;https://doi.org/10.1111/jnc.16121;decades epilepsy patients
3;https://doi.org/10.1111/jnc.16121;research
3;https://doi.org/10.1111/jnc.16121;precision medicine approaches
3;https://doi.org/10.1111/jnc.16121;insights
3;https://doi.org/10.1111/jnc.16121;receptor dysfunction
3;https://doi.org/10.1111/jnc.16121;Special Issue
3;https://doi.org/10.1111/jnc.16121;medicine approaches
3;https://doi.org/10.1111/jnc.16121;reviews
3;https://doi.org/10.1111/jnc.16121;neuron cultures
3;https://doi.org/10.1111/jnc.16121;preface
3;https://doi.org/10.1111/jnc.16121;epilepsy
3;https://doi.org/10.1111/jnc.16121;calcium channels
3;https://doi.org/10.1111/jnc.16121;Neurochemistry Special Issue
3;https://doi.org/10.1111/jnc.16121;unmet clinical need
3;https://doi.org/10.1111/jnc.16121;disease
3;https://doi.org/10.1111/jnc.16121;genetic causes of epilepsy
3;https://doi.org/10.1111/jnc.16121;genes
3;https://doi.org/10.1111/jnc.16121;new research
3;https://doi.org/10.1111/jnc.16121;care treatments
3;https://doi.org/10.1111/jnc.16121;decades
3;https://doi.org/10.1111/jnc.16121;recognition
5;https://doi.org/10.1128/msystems.00185-24;COVID-19 infection
5;https://doi.org/10.1128/msystems.00185-24;COVID-19 infection
5;https://doi.org/10.1128/msystems.00185-24;COVID-19 infection
5;https://doi.org/10.1128/msystems.00185-24;COVID-19 infection
5;https://doi.org/10.1128/msystems.00185-24;COVID-19 infection
5;https://doi.org/10.1128/msystems.00185-24;COVID-19 infection
5;https://doi.org/10.1128/msystems.00185-24;COVID-19 infection
5;https://doi.org/10.1128/msystems.00185-24;COVID-19 infection
5;https://doi.org/10.1128/msystems.00185-24;COVID-19 infection
5;https://doi.org/10.1128/msystems.00185-24;AIS patients
5;https://doi.org/10.1128/msystems.00185-24;AIS patients
5;https://doi.org/10.1128/msystems.00185-24;AIS patients
5;https://doi.org/10.1128/msystems.00185-24;AIS patients
5;https://doi.org/10.1128/msystems.00185-24;AIS patients
5;https://doi.org/10.1128/msystems.00185-24;AIS patients
5;https://doi.org/10.1128/msystems.00185-24;AIS patients
5;https://doi.org/10.1128/msystems.00185-24;AIS patients
5;https://doi.org/10.1128/msystems.00185-24;AIS patients
5;https://doi.org/10.1128/msystems.00185-24;gut microbiota dysbiosis
5;https://doi.org/10.1128/msystems.00185-24;gut microbiota dysbiosis
5;https://doi.org/10.1128/msystems.00185-24;gut microbiota dysbiosis
5;https://doi.org/10.1128/msystems.00185-24;gut microbiota dysbiosis
5;https://doi.org/10.1128/msystems.00185-24;gut microbiota
5;https://doi.org/10.1128/msystems.00185-24;gut microbiota
5;https://doi.org/10.1128/msystems.00185-24;gut microbiota
5;https://doi.org/10.1128/msystems.00185-24;gut microbiota
5;https://doi.org/10.1128/msystems.00185-24;gut microbiota
5;https://doi.org/10.1128/msystems.00185-24;gut microbiota
5;https://doi.org/10.1128/msystems.00185-24;gut microbiota
5;https://doi.org/10.1128/msystems.00185-24;enrichment of Enterobacteriaceae
5;https://doi.org/10.1128/msystems.00185-24;enrichment of Enterobacteriaceae
5;https://doi.org/10.1128/msystems.00185-24;acute COVID-19 infection
5;https://doi.org/10.1128/msystems.00185-24;acute COVID-19 infection
5;https://doi.org/10.1128/msystems.00185-24;poor functional outcomes
5;https://doi.org/10.1128/msystems.00185-24;poor functional outcomes
5;https://doi.org/10.1128/msystems.00185-24;infection time window
5;https://doi.org/10.1128/msystems.00185-24;infection time window
5;https://doi.org/10.1128/msystems.00185-24;poor stroke outcomes
5;https://doi.org/10.1128/msystems.00185-24;poor stroke outcomes
5;https://doi.org/10.1128/msystems.00185-24;functional outcomes of acute ischemic stroke
5;https://doi.org/10.1128/msystems.00185-24;potential mediator of poor stroke prognosis
5;https://doi.org/10.1128/msystems.00185-24;time window
5;https://doi.org/10.1128/msystems.00185-24;time window
5;https://doi.org/10.1128/msystems.00185-24;time window
5;https://doi.org/10.1128/msystems.00185-24;time window
5;https://doi.org/10.1128/msystems.00185-24;functional outcomes
5;https://doi.org/10.1128/msystems.00185-24;functional outcomes
5;https://doi.org/10.1128/msystems.00185-24;functional outcomes
5;https://doi.org/10.1128/msystems.00185-24;functional outcomes
5;https://doi.org/10.1128/msystems.00185-24;abundance of key bacterial families
5;https://doi.org/10.1128/msystems.00185-24;risk factor
5;https://doi.org/10.1128/msystems.00185-24;risk factor
5;https://doi.org/10.1128/msystems.00185-24;importance of early intervention
5;https://doi.org/10.1128/msystems.00185-24;prognosis of AIS patients
5;https://doi.org/10.1128/msystems.00185-24;lower levels of Ruminococcaceae
5;https://doi.org/10.1128/msystems.00185-24;acute ischemic stroke patients
5;https://doi.org/10.1128/msystems.00185-24;higher levels of Enterobacteriaceae
5;https://doi.org/10.1128/msystems.00185-24;ischemic stroke
5;https://doi.org/10.1128/msystems.00185-24;ischemic stroke
5;https://doi.org/10.1128/msystems.00185-24;ischemic stroke
5;https://doi.org/10.1128/msystems.00185-24;acute ischemic stroke
5;https://doi.org/10.1128/msystems.00185-24;acute ischemic stroke
5;https://doi.org/10.1128/msystems.00185-24;Acute ischemic stroke
5;https://doi.org/10.1128/msystems.00185-24;shorter time window
5;https://doi.org/10.1128/msystems.00185-24;significant gut dysbiosis
5;https://doi.org/10.1128/msystems.00185-24;critical influence factor
5;https://doi.org/10.1128/msystems.00185-24;gut microbial community
5;https://doi.org/10.1128/msystems.00185-24;active COVID-19 infection
5;https://doi.org/10.1128/msystems.00185-24;post-acute COVID-19 infection
5;https://doi.org/10.1128/msystems.00185-24;16S rRNA gene
5;https://doi.org/10.1128/msystems.00185-24;stroke outcomes
5;https://doi.org/10.1128/msystems.00185-24;stroke outcomes
5;https://doi.org/10.1128/msystems.00185-24;stroke outcomes
5;https://doi.org/10.1128/msystems.00185-24;acute COVID-19
5;https://doi.org/10.1128/msystems.00185-24;acute COVID-19
5;https://doi.org/10.1128/msystems.00185-24;acute COVID-19
5;https://doi.org/10.1128/msystems.00185-24;poor outcomes
5;https://doi.org/10.1128/msystems.00185-24;therapeutic interventions
5;https://doi.org/10.1128/msystems.00185-24;specific connection
5;https://doi.org/10.1128/msystems.00185-24;poorer recovery
5;https://doi.org/10.1128/msystems.00185-24;bacterial diversity
5;https://doi.org/10.1128/msystems.00185-24;worse recovery
5;https://doi.org/10.1128/msystems.00185-24;complex interplay
5;https://doi.org/10.1128/msystems.00185-24;new perspective
5;https://doi.org/10.1128/msystems.00185-24;novel avenue
5;https://doi.org/10.1128/msystems.00185-24;gut-lung axis
5;https://doi.org/10.1128/msystems.00185-24;significant decrease
5;https://doi.org/10.1128/msystems.00185-24;respiratory system
5;https://doi.org/10.1128/msystems.00185-24;severe symptoms
5;https://doi.org/10.1128/msystems.00185-24;gut-brain axis
5;https://doi.org/10.1128/msystems.00185-24;COVID-19 infection
5;https://doi.org/10.1128/msystems.00185-24;important role
5;https://doi.org/10.1128/msystems.00185-24;cerebrovascular system
5;https://doi.org/10.1128/msystems.00185-24;gut bacteria
5;https://doi.org/10.1128/msystems.00185-24;future exploration
5;https://doi.org/10.1128/msystems.00185-24;AIS
5;https://doi.org/10.1128/msystems.00185-24;AIS
5;https://doi.org/10.1128/msystems.00185-24;AIS
5;https://doi.org/10.1128/msystems.00185-24;study
5;https://doi.org/10.1128/msystems.00185-24;study
5;https://doi.org/10.1128/msystems.00185-24;association
5;https://doi.org/10.1128/msystems.00185-24;association
5;https://doi.org/10.1128/msystems.00185-24;patients
5;https://doi.org/10.1128/msystems.00185-24;patients
5;https://doi.org/10.1128/msystems.00185-24;relationship
5;https://doi.org/10.1128/msystems.00185-24;relationship
5;https://doi.org/10.1128/msystems.00185-24;COVID-19
5;https://doi.org/10.1128/msystems.00185-24;COVID-19
5;https://doi.org/10.1128/msystems.00185-24;mediator
5;https://doi.org/10.1128/msystems.00185-24;mediator
5;https://doi.org/10.1128/msystems.00185-24;stroke
5;https://doi.org/10.1128/msystems.00185-24;microbial community
5;https://doi.org/10.1128/msystems.00185-24;rRNA gene
5;https://doi.org/10.1128/msystems.00185-24;levels of Enterobacteriaceae
5;https://doi.org/10.1128/msystems.00185-24;research
5;https://doi.org/10.1128/msystems.00185-24;mediator of poor stroke prognosis
5;https://doi.org/10.1128/msystems.00185-24;Lachnospiraceae
5;https://doi.org/10.1128/msystems.00185-24;bacterial families
5;https://doi.org/10.1128/msystems.00185-24;role
5;https://doi.org/10.1128/msystems.00185-24;findings
5;https://doi.org/10.1128/msystems.00185-24;Enterobacteriaceae
5;https://doi.org/10.1128/msystems.00185-24;levels of Ruminococcaceae
5;https://doi.org/10.1128/msystems.00185-24;early intervention
5;https://doi.org/10.1128/msystems.00185-24;stroke prognosis
5;https://doi.org/10.1128/msystems.00185-24;gut dysbiosis
5;https://doi.org/10.1128/msystems.00185-24;influence factor
5;https://doi.org/10.1128/msystems.00185-24;days
5;https://doi.org/10.1128/msystems.00185-24;shifts
5;https://doi.org/10.1128/msystems.00185-24;key bacterial families
5;https://doi.org/10.1128/msystems.00185-24;Association
5;https://doi.org/10.1128/msystems.00185-24;poor stroke prognosis
6;https://doi.org/10.1016/j.jtcme.2024.03.011;effect of probiotics
6;https://doi.org/10.1016/j.jtcme.2024.03.011;effect of probiotics
6;https://doi.org/10.1016/j.jtcme.2024.03.011;influence of the gut-brain axis
6;https://doi.org/10.1016/j.jtcme.2024.03.011;high risk of side effects
6;https://doi.org/10.1016/j.jtcme.2024.03.011;use of probiotics
6;https://doi.org/10.1016/j.jtcme.2024.03.011;extensive clinical applications
6;https://doi.org/10.1016/j.jtcme.2024.03.011;impact of postbiotics
6;https://doi.org/10.1016/j.jtcme.2024.03.011;effective alternative treatments
6;https://doi.org/10.1016/j.jtcme.2024.03.011;common mental illnesses
6;https://doi.org/10.1016/j.jtcme.2024.03.011;cost of antidepressant
6;https://doi.org/10.1016/j.jtcme.2024.03.011;poor general interest
6;https://doi.org/10.1016/j.jtcme.2024.03.011;gut-brain axis
6;https://doi.org/10.1016/j.jtcme.2024.03.011;gut-brain axis
6;https://doi.org/10.1016/j.jtcme.2024.03.011;motor dysfunction
6;https://doi.org/10.1016/j.jtcme.2024.03.011;gut microbiota
6;https://doi.org/10.1016/j.jtcme.2024.03.011;low mood
6;https://doi.org/10.1016/j.jtcme.2024.03.011;various diseases
6;https://doi.org/10.1016/j.jtcme.2024.03.011;anxiety disorders
6;https://doi.org/10.1016/j.jtcme.2024.03.011;positive impact
6;https://doi.org/10.1016/j.jtcme.2024.03.011;mental well-being
6;https://doi.org/10.1016/j.jtcme.2024.03.011;Numerous studies
6;https://doi.org/10.1016/j.jtcme.2024.03.011;mental health
6;https://doi.org/10.1016/j.jtcme.2024.03.011;host health
6;https://doi.org/10.1016/j.jtcme.2024.03.011;depressive behaviour
6;https://doi.org/10.1016/j.jtcme.2024.03.011;adverse effects
6;https://doi.org/10.1016/j.jtcme.2024.03.011;mood regulation
6;https://doi.org/10.1016/j.jtcme.2024.03.011;probiotic supplementation
6;https://doi.org/10.1016/j.jtcme.2024.03.011;anti-anxiety drugs
6;https://doi.org/10.1016/j.jtcme.2024.03.011;different works
6;https://doi.org/10.1016/j.jtcme.2024.03.011;anxiety
6;https://doi.org/10.1016/j.jtcme.2024.03.011;anxiety
6;https://doi.org/10.1016/j.jtcme.2024.03.011;anxiety
6;https://doi.org/10.1016/j.jtcme.2024.03.011;probiotics
6;https://doi.org/10.1016/j.jtcme.2024.03.011;probiotics
6;https://doi.org/10.1016/j.jtcme.2024.03.011;probiotics
6;https://doi.org/10.1016/j.jtcme.2024.03.011;study
6;https://doi.org/10.1016/j.jtcme.2024.03.011;study
6;https://doi.org/10.1016/j.jtcme.2024.03.011;attention
6;https://doi.org/10.1016/j.jtcme.2024.03.011;attention
6;https://doi.org/10.1016/j.jtcme.2024.03.011;postbiotics
6;https://doi.org/10.1016/j.jtcme.2024.03.011;years
6;https://doi.org/10.1016/j.jtcme.2024.03.011;clinical applications
6;https://doi.org/10.1016/j.jtcme.2024.03.011;Depression
6;https://doi.org/10.1016/j.jtcme.2024.03.011;PubMed
6;https://doi.org/10.1016/j.jtcme.2024.03.011;population
6;https://doi.org/10.1016/j.jtcme.2024.03.011;side effects
6;https://doi.org/10.1016/j.jtcme.2024.03.011;risk of side effects
6;https://doi.org/10.1016/j.jtcme.2024.03.011;strategy
6;https://doi.org/10.1016/j.jtcme.2024.03.011;review
6;https://doi.org/10.1016/j.jtcme.2024.03.011;general interest
6;https://doi.org/10.1016/j.jtcme.2024.03.011;humans
6;https://doi.org/10.1016/j.jtcme.2024.03.011;innovation
6;https://doi.org/10.1016/j.jtcme.2024.03.011;alternative treatments
6;https://doi.org/10.1016/j.jtcme.2024.03.011;time
6;https://doi.org/10.1016/j.jtcme.2024.03.011;depression
6;https://doi.org/10.1016/j.jtcme.2024.03.011;world
6;https://doi.org/10.1016/j.jtcme.2024.03.011;Scopus
6;https://doi.org/10.1016/j.jtcme.2024.03.011;mental illnesses
6;https://doi.org/10.1016/j.jtcme.2024.03.011;literature
8;https://doi.org/10.1016/j.pbb.2024.173736;role of gut-brain axis
8;https://doi.org/10.1016/j.pbb.2024.173736;role of gut-brain axis
8;https://doi.org/10.1016/j.pbb.2024.173736;CRS group
8;https://doi.org/10.1016/j.pbb.2024.173736;CRS group
8;https://doi.org/10.1016/j.pbb.2024.173736;CRS group
8;https://doi.org/10.1016/j.pbb.2024.173736;sustained prophylactic effects of a new antidepressant arketamine
8;https://doi.org/10.1016/j.pbb.2024.173736;sucrose preference of sucrose preference test
8;https://doi.org/10.1016/j.pbb.2024.173736;altered abundance of gut microbiota
8;https://doi.org/10.1016/j.pbb.2024.173736;persistent prophylactic effects of arketamine
8;https://doi.org/10.1016/j.pbb.2024.173736;gut-brain axis
8;https://doi.org/10.1016/j.pbb.2024.173736;gut-brain axis
8;https://doi.org/10.1016/j.pbb.2024.173736;gut-brain axis
8;https://doi.org/10.1016/j.pbb.2024.173736;gut-brain axis
8;https://doi.org/10.1016/j.pbb.2024.173736;male mice
8;https://doi.org/10.1016/j.pbb.2024.173736;male mice
8;https://doi.org/10.1016/j.pbb.2024.173736;expressions of synaptic proteins
8;https://doi.org/10.1016/j.pbb.2024.173736;prophylactic actions of arketamine
8;https://doi.org/10.1016/j.pbb.2024.173736;CRS-induced body weight loss
8;https://doi.org/10.1016/j.pbb.2024.173736;prophylactic effects of arketamine
8;https://doi.org/10.1016/j.pbb.2024.173736;untargeted metabolomics analysis
8;https://doi.org/10.1016/j.pbb.2024.173736;model of depression
8;https://doi.org/10.1016/j.pbb.2024.173736;Gut microbiota analysis
8;https://doi.org/10.1016/j.pbb.2024.173736;prophylactic effects
8;https://doi.org/10.1016/j.pbb.2024.173736;prophylactic effects
8;https://doi.org/10.1016/j.pbb.2024.173736;synaptic proteins
8;https://doi.org/10.1016/j.pbb.2024.173736;synaptic proteins
8;https://doi.org/10.1016/j.pbb.2024.173736;gut microbiota
8;https://doi.org/10.1016/j.pbb.2024.173736;gut microbiota
8;https://doi.org/10.1016/j.pbb.2024.173736;CRS model
8;https://doi.org/10.1016/j.pbb.2024.173736;immobility time
8;https://doi.org/10.1016/j.pbb.2024.173736;prefrontal cortex
8;https://doi.org/10.1016/j.pbb.2024.173736;CRS onset
8;https://doi.org/10.1016/j.pbb.2024.173736;microbiome-derived metabolites
8;https://doi.org/10.1016/j.pbb.2024.173736;Network analysis
8;https://doi.org/10.1016/j.pbb.2024.173736;CRS-exposed mice
8;https://doi.org/10.1016/j.pbb.2024.173736;blood metabolites
8;https://doi.org/10.1016/j.pbb.2024.173736;L-threonine amide
8;https://doi.org/10.1016/j.pbb.2024.173736;certain microbiota
8;https://doi.org/10.1016/j.pbb.2024.173736;swimming test
8;https://doi.org/10.1016/j.pbb.2024.173736;arketamine
8;https://doi.org/10.1016/j.pbb.2024.173736;arketamine
8;https://doi.org/10.1016/j.pbb.2024.173736;arketamine
8;https://doi.org/10.1016/j.pbb.2024.173736;chronic
8;https://doi.org/10.1016/j.pbb.2024.173736;chronic
8;https://doi.org/10.1016/j.pbb.2024.173736;metabolites
8;https://doi.org/10.1016/j.pbb.2024.173736;metabolites
8;https://doi.org/10.1016/j.pbb.2024.173736;stress
8;https://doi.org/10.1016/j.pbb.2024.173736;stress
8;https://doi.org/10.1016/j.pbb.2024.173736;CRS
8;https://doi.org/10.1016/j.pbb.2024.173736;CRS
8;https://doi.org/10.1016/j.pbb.2024.173736;PFC
8;https://doi.org/10.1016/j.pbb.2024.173736;PFC
8;https://doi.org/10.1016/j.pbb.2024.173736;prophylactic effects of arketamine
8;https://doi.org/10.1016/j.pbb.2024.173736;actions of arketamine
8;https://doi.org/10.1016/j.pbb.2024.173736;L-leucine
8;https://doi.org/10.1016/j.pbb.2024.173736;correlations
8;https://doi.org/10.1016/j.pbb.2024.173736;new antidepressant arketamine
8;https://doi.org/10.1016/j.pbb.2024.173736;pretreatment
8;https://doi.org/10.1016/j.pbb.2024.173736;preference of sucrose preference test
8;https://doi.org/10.1016/j.pbb.2024.173736;study
8;https://doi.org/10.1016/j.pbb.2024.173736;GluA1
8;https://doi.org/10.1016/j.pbb.2024.173736;abundance of gut microbiota
8;https://doi.org/10.1016/j.pbb.2024.173736;model
8;https://doi.org/10.1016/j.pbb.2024.173736;saline
8;https://doi.org/10.1016/j.pbb.2024.173736;findings
8;https://doi.org/10.1016/j.pbb.2024.173736;sucrose preference test
8;https://doi.org/10.1016/j.pbb.2024.173736;Pretreatment
8;https://doi.org/10.1016/j.pbb.2024.173736;preference test
8;https://doi.org/10.1016/j.pbb.2024.173736;metabolomics analysis
8;https://doi.org/10.1016/j.pbb.2024.173736;days
8;https://doi.org/10.1016/j.pbb.2024.173736;PSD-95
8;https://doi.org/10.1016/j.pbb.2024.173736;prophylactic effects of a new antidepressant arketamine
8;https://doi.org/10.1016/j.pbb.2024.173736;day
8;https://doi.org/10.1016/j.pbb.2024.173736;N-acetyl-l-glutamine
8;https://doi.org/10.1016/j.pbb.2024.173736;body weight loss
8;https://doi.org/10.1016/j.pbb.2024.173736;weight loss
8;https://doi.org/10.1016/j.pbb.2024.173736;new antidepressant
8;https://doi.org/10.1016/j.pbb.2024.173736;control
8;https://doi.org/10.1016/j.pbb.2024.173736;effects of arketamine
8;https://doi.org/10.1016/j.pbb.2024.173736;mg/kg
8;https://doi.org/10.1016/j.pbb.2024.173736;depression
8;https://doi.org/10.1016/j.pbb.2024.173736;Gut microbiota
