<Metabolite>,"Biochemical entity that is a product of metabolic processes, involved in regulatory pathways and interactions within biological systems, particularly in the context of neurodegenerative diseases and gut-brain communication."
<Microbiome>,"Microbiome is a community of microorganisms that inhabit a specific environment, particularly the human body, and are involved in various physiological processes, including the modulation of neurological and psychiatric disorders through interactions with the gut-brain axis."
<Microbiota>,"Microbiota, which comprises diverse microbial communities residing in specific environments such as the gut, plays a critical role in regulating physiological processes, including the gut-brain axis, influencing mental health and stress responses."
<NDD>,"Neurological disorder that affects the structure or function of the nervous system, characterized by progressive degeneration of neuronal cells and associated cognitive, motor, or behavioral impairments."
<Neurodegenerative disease>,"Neurological disorder that involves progressive degeneration of nerve cells, characterized by the accumulation of misfolded proteins and subsequent loss of neuronal function, often leading to cognitive and motor impairments."
<Neuroinflammation>,"Neuroinflammation is a pathological process that involves the activation of the central nervous system (CNS) immune response, characterized by the release of pro-inflammatory cytokines and the recruitment of immune cells, which is implicated in the pathophysiology of neurological disorders."
<Neurological disease>,"Disorders of the nervous system that disrupt normal neurological function, characterized by alterations in cognition, emotion, or motor control, often influenced by genetic, environmental, or microbial factors."
<Neurological disorder>,"Disorder that affects the functioning of the nervous system, characterized by alterations in neural processes, which may manifest as cognitive, emotional, or behavioral symptoms, and is often influenced by biological factors such as microbiota interactions."
<Neuron>,"Nerve cell that transmits electrical impulses and communicates information throughout the nervous system, playing a crucial role in regulating physiological processes and behaviors."
<Parkinson'>,"Neurodegenerative disorder that primarily affects motor control, characterized by the progressive degeneration of dopaminergic neurons in the substantia nigra, leading to symptoms such as bradykinesia, rigidity, and tremor."
<Parkinson's disease>,"Neurodegenerative disorder that primarily affects motor control, characterized by the progressive degeneration of dopaminergic neurons in the substantia nigra, leading to symptoms such as bradykinesia, rigidity, and tremors."
<Parkinsonism>,"Movement disorder that is characterized by bradykinesia, rigidity, and tremor, often associated with neurodegeneration of dopaminergic neurons in the substantia nigra."
<Patient>,"Human individual that presents with a health condition or disorder, often involved in studies related to microbiota and its impact on gastrointestinal and mental health."
<Probiotic intervention>,Intervention that involves the administration of live microorganisms intended to confer health benefits to the host by modulating the gut microbiota and enhancing immune function.
<Probiotic>,"Microorganisms that confer health benefits to the host, primarily through modulation of gut microbiota and influencing physiological processes related to mental health and behavior."
<ROS/RNS>,"Reactive oxygen species (ROS) and reactive nitrogen species (RNS) are molecular entities that consist of highly reactive molecules containing oxygen and nitrogen, respectively, which play critical roles in cellular signaling and oxidative stress responses."
<Short-chain fatty acid>,"Fatty acids that are characterized by having fewer than six carbon atoms, produced primarily by intestinal microbiota through the fermentation of dietary fibers, and play a role in modulating gut health and host metabolism."
<Therapy>,Intervention that aims to modify physiological or psychological processes to improve health outcomes or alleviate symptoms associated with specific conditions.
<Treatment>,"Intervention that aims to modify a physiological or psychological condition through pharmacological, behavioral, or other therapeutic means, often assessed for efficacy in relation to specific disorders or health outcomes."
<acetate>,Salt or ester of acetic acid that contains the acetate ion (C2H3O2−) and is involved in various metabolic processes.
<biomarker>,"Biological indicator that reflects physiological or pathological processes, enabling assessment of health status or disease progression."
<biotic>,"Living entities that possess biological processes, including growth, reproduction, and response to stimuli, distinguishing them from abiotic components of ecosystems."
<brain-gut axi>,"Neurobiological network that integrates central nervous system functions with gastrointestinal processes, facilitating bidirectional communication and influencing physiological and psychological states."
<brain>,"Central organ of the nervous system that integrates sensory information, coordinates motor functions, and is responsible for cognitive processes, emotions, and homeostasis."
<butyrate>,Short-chain fatty acid that is produced by the fermentation of dietary fibers in the gut microbiota and serves as an energy source for colonocytes while exerting anti-inflammatory effects.
<cerebral neuropathology>,Neuropathology that involves the study of structural and functional abnormalities in the brain and central nervous system associated with various diseases and disorders.
<cognition>,"Mental process that involves the acquisition, processing, storage, and retrieval of information, enabling perception, reasoning, and decision-making."
<cohort study>,Study design that involves the observation of a group of individuals sharing a common characteristic over time to assess the incidence of specific outcomes or diseases.
<confidence interval>,"Statistical range that quantifies the uncertainty around a population parameter estimate, characterized by a specified probability level indicating the likelihood that the parameter lies within the interval."
<constipation>,"Disorder that involves infrequent bowel movements or difficulty in passing stools, often characterized by hard, dry feces and associated with abdominal discomfort."
<degeneration>,"Pathological process that involves the progressive deterioration of structure and function of cells, tissues, or organs, often leading to loss of viability and impaired physiological performance."
<diagnose>,"Process that involves the identification of a disease or condition through the evaluation of clinical signs, symptoms, and diagnostic tests."
<dietary intervention>,Nutritional strategy that involves the modification of dietary intake to achieve specific health outcomes or manage medical conditions.
<disease burden (SMD>,"Health impact metric that quantifies the overall effect of a disease on a population, incorporating both morbidity and mortality, expressed in terms of years of life lost and years lived with disability."
<fecal microbiome transplant>,Therapeutic procedure that involves the transfer of fecal material from a healthy donor to the gastrointestinal tract of a recipient to restore microbial balance and treat dysbiosis-related conditions.
<fecal transplantation>,Therapeutic procedure that involves the transfer of fecal microbiota from a healthy donor to a recipient to restore gut microbiome balance and treat dysbiosis-related conditions.
<gastrointestinal>,"Organ system that comprises the digestive tract and associated organs involved in the processing, digestion, and absorption of nutrients."
<genitourinary and skin>,"Organ systems that comprise the genitourinary tract and integumentary system, characterized by their roles in excretion, reproduction, and protection of the body."
<gut>,"Digestive organ that comprises the gastrointestinal tract, extending from the stomach to the anus, involved in the processes of digestion, absorption, and excretion."
<hazard ratio>,"Ratio that quantifies the relative risk of an event occurring in a treatment group compared to a control group over a specified time period, often used in survival analysis and clinical research."
<infection>,"Pathological condition that results from the invasion and multiplication of pathogenic microorganisms within a host organism, leading to tissue damage and immune response activation."
<intervention>,"Health-related action that modifies a biological, psychological, or social condition to improve outcomes or alleviate symptoms."
<lung>,"Organ that functions in gas exchange, characterized by a spongy structure composed of alveoli and surrounded by pleura, facilitating oxygen uptake and carbon dioxide elimination in the respiratory system."
<meta-analysi>,Research methodology that synthesizes quantitative or qualitative data from multiple independent studies to derive overall conclusions and assess the efficacy or effectiveness of interventions.
<microbiome-based intervention>,Biological intervention that utilizes modifications of the microbiome to influence host health outcomes.
<microglia>,"Immune cells that reside in the central nervous system, characterized by their ability to respond to injury and disease, perform phagocytosis, and maintain homeostasis through the regulation of neuronal environment."
<mild cognitive impairment>,"Cognitive disorder that involves noticeable cognitive decline from a previous level of performance, not severe enough to interfere significantly with daily life or independent functioning, characterized by deficits in memory, attention, or executive function."
<natural products as new strategies for the development of drug>,"Pharmaceutical strategies that utilize naturally occurring compounds, which exhibit bioactive properties and potential therapeutic effects, to innovate drug development processes."
<neurological symptom>,"Neurological symptom is a manifestation that indicates dysfunction of the nervous system, characterized by alterations in sensory, motor, cognitive, or autonomic functions."
<organism>,"Living entity that possesses cellular organization, metabolism, growth, reproduction, and response to stimuli, capable of maintaining homeostasis and evolving through natural selection."
<oxidative stres>,"Physiological condition that results from an imbalance between reactive oxygen species production and antioxidant defenses, leading to cellular damage and dysfunction."
<pathology>,"Discipline that studies diseases, which encompasses their causes, mechanisms, manifestations, and effects on the body."
<pharmacology>,"Biological science that studies the interactions between drugs and living organisms, focusing on the mechanisms of action, therapeutic effects, and adverse reactions."
<physiology>,Biological science that studies the functions and mechanisms of living organisms and their systems.
<prevent and treat>,Intervention that aims to inhibit the onset of disease and mitigate its effects through therapeutic measures.
<propionate>,"Carboxylic acid that possesses a three-carbon chain with a propionyl group, characterized by the presence of a carboxyl functional group (-COOH) at one end and a methyl group (-CH3) adjacent to the carboxyl group."
<reactive oxygen and nitrogen specie>,"Chemical species that contain reactive oxygen or nitrogen atoms, characterized by their ability to participate in redox reactions and induce oxidative stress in biological systems."
<respiratory>,"Biological function that pertains to the process of gas exchange in organisms, involving the inhalation of oxygen and the exhalation of carbon dioxide through specialized structures such as lungs or gills."
<stroke>,"Cerebrovascular event that results from the interruption of blood supply to the brain, leading to neurological impairment due to ischemia or hemorrhage."
<symptom>,"Phenomenon that manifests as a subjective experience reported by an individual, indicating an abnormal physiological or psychological condition."
<synbiotic intervention>,Intervention that combines prebiotics and probiotics to modulate the gut microbiota and enhance host health.
<α-synuclein>,"Protein that is predominantly expressed in the brain and involved in synaptic function, which aggregates to form Lewy bodies in neurodegenerative diseases, particularly Parkinson's disease."
