<Mental health>,"Psychological well-being that encompasses emotional, cognitive, and social functioning, influenced by biological, environmental, and dietary factors, particularly in relation to disorders such as major depressive disorder and bipolar disorder."
<Microbiome>,"Microbiome is a community of microorganisms that inhabit a specific environment, characterized by their interactions with host physiology and involvement in health and disease processes, particularly in relation to gut-brain axis dynamics and mood disorders."
<Microbiota-derived extracellular vesicle>,"Extracellular vesicle that is released by microbiota and contains biomolecules such as proteins, lipids, and nucleic acids, facilitating intercellular communication and influencing host physiological processes."
<Microbiota>,"Microbiota, which comprises a diverse community of microorganisms residing in a specific environment, is characterized by its role in regulating physiological processes, including the gut-brain axis, and influencing health outcomes related to mental and physical well-being."
<Microorganism>,"Microorganism is a genus of unicellular or multicellular organisms that possess cellular structures and metabolic processes, which play critical roles in ecological functions, including human health and disease, particularly through interactions within microbiota and their influence on mental health and biodiversity."
<Mood>,"Psychological state that reflects an individual's emotional condition, often assessed in relation to mental health disorders such as major depressive disorder and bipolar disorder, and influenced by factors including the microbiome and mindfulness practices."
<Neurological disorder>,"Disorder that affects the structure or function of the nervous system, characterized by alterations in neurological processes, potentially influenced by biological factors such as gut microbiota, and often requiring personalized therapeutic approaches."
<Obesity>,"Excessive accumulation of adipose tissue that adversely affects health, often associated with metabolic dysregulation and linked to alterations in gut microbiota and neuropsychological factors."
<Olanzapine>,"Antipsychotic medication that acts primarily as a dopamine D2 receptor antagonist and serotonin 5-HT2A receptor antagonist, used in the treatment of schizophrenia and bipolar disorder."
<Patient>,"Human individual that is the subject of medical care or research, characterized by the presence of health conditions or disorders, particularly in contexts involving gastrointestinal microbiota and mental health interactions."
<Probiotic>,"Microorganisms that confer health benefits to the host by modulating gut microbiota composition and influencing physiological processes, particularly those related to mental health and behavior."
<Psychiatric diseases>,"Mental health disorders that are characterized by alterations in mood, behavior, cognition, and perception, often influenced by biological, psychological, and environmental factors, and associated with significant impairment in social, occupational, or other important areas of functioning."
<Psychiatric disorder>,"Mental health conditions that are characterized by alterations in mood, behavior, cognition, or perception, often linked to biological, psychological, and environmental factors, and may manifest as psychiatric symptoms impacting daily functioning."
<Psychiatry>,"Medical specialty that focuses on the diagnosis, treatment, and prevention of mental disorders, emphasizing the interplay between biological, psychological, and social factors affecting mental health."
<Psychobiotic>,Probiotics that exert beneficial effects on mental health by modulating the gut-brain axis and influencing behavior through interactions with the microbiota.
<Schizophrenia>,"Mental disorder characterized by a disruption in thought processes, perceptions, emotional responsiveness, and social interactions, often associated with alterations in microbiome-gut-brain interactions."
<Second-generation antipsychotic>,"Psychotropic medication that targets multiple neurotransmitter systems, primarily serotonin and dopamine receptors, and is used to treat psychiatric disorders with a lower risk of extrapyramidal side effects compared to first-generation antipsychotics."
<Side effect>,"Adverse physiological responses that occur as unintended consequences of therapeutic interventions or substances, which may disrupt normal cellular functions and contribute to pathological conditions."
<Therapy>,"Intervention that employs specific biological, psychological, or pharmacological methods to modify physiological or psychological states for the purpose of improving health outcomes."
<Treatment>,"Intervention that aims to modify a physiological or psychological condition through specific methodologies, often involving pharmacological, behavioral, or dietary approaches, and is assessed for efficacy in relation to health outcomes."
<Weight Gain>,"Increase in body mass that results from an accumulation of adipose tissue, lean mass, or fluid, typically measured in kilograms or pounds, and often associated with alterations in energy balance, metabolism, or hormonal regulation."
<abnormalitie>,"Pathological condition that deviates from the normal structure or function of an organism, indicating potential disease or dysfunction."
<abundance>,"Quantity of a particular entity that is present in a specified environment or system, characterized by its relative measure compared to other entities within the same context."
<amilsupride>,"Antipsychotic medication that selectively inhibits dopamine D2 receptors, primarily utilized in the treatment of schizophrenia and depressive disorders."
<anti-anxiety>,"Pharmacological intervention that targets the neurobiological pathways associated with anxiety disorders, characterized by anxiolytic effects that reduce excessive worry and physiological arousal."
<antidepressant>,Pharmacological agent that acts primarily to alleviate symptoms of depression by modulating neurotransmitter systems in the brain.
<antipsychotic side effect>,"Pharmacological effect that occurs as an unintended consequence of antipsychotic medication administration, characterized by alterations in physiological or psychological functions."
<antipsychotic-induced metabolic impairment>,"Psychotropic medication-related adverse effect that is characterized by alterations in metabolic processes, leading to weight gain, dyslipidemia, and insulin resistance."
<antipsychotic>,"Pharmacological agent that modulates neurotransmitter systems, primarily dopamine and serotonin pathways, to alleviate symptoms of psychotic disorders."
<atypical drug>,Pharmaceutical agent that exhibits pharmacological effects differing significantly from established therapeutic classes or mechanisms of action.
<bacterium>,"Prokaryote that possesses a cell wall, lacks membrane-bound organelles, and reproduces primarily through binary fission."
<bioactive compound>,Chemical substance that possesses biological activity and can influence physiological processes in living organisms.
<biological processe>,"Biological processes are dynamic sequences of biochemical reactions and physiological activities that occur within living organisms, contributing to growth, development, homeostasis, and reproduction."
<cell>,"Biological unit that possesses a membrane-bound structure, containing cytoplasm and genetic material, capable of performing essential life processes such as metabolism, growth, and reproduction."
<central and peripheral receptors blockade mechanism to weight gain>,"Physiological mechanism that involves the inhibition of central and peripheral receptors, leading to alterations in metabolic processes and energy balance, ultimately resulting in increased body weight."
<chronic inflammatory disease>,"Disease characterized by prolonged inflammation that persists for months or years, often involving immune system dysregulation and resulting in tissue damage and functional impairment."
<cognitive or motor dysfunction>,"Neurological impairment that affects cognitive processes or motor functions, characterized by deficits in mental activities such as perception, memory, reasoning, or voluntary movement control."
<cortisol level>,"Hormonal concentration that reflects the amount of cortisol, a glucocorticoid produced by the adrenal cortex, in a biological sample, typically measured to assess physiological stress responses and metabolic functions."
<depressive disorder>,"Mental disorder that is characterized by persistent feelings of sadness, loss of interest or pleasure, and a range of cognitive and physical symptoms that impair daily functioning."
<diabete>,"Metabolic disorder that is characterized by chronic hyperglycemia resulting from defects in insulin secretion, insulin action, or both."
<diagnostic biomarker>,"Biomarker that is used to identify or confirm the presence of a disease or condition, providing information on its diagnosis through measurable biological indicators."
<disruptive behavioral condition>,"Behavioral condition that manifests as persistent patterns of disruptive behaviors, characterized by significant impairment in social, academic, or occupational functioning, often involving defiance, hostility, or violation of societal norms."
<diversity>,"Biological variation that encompasses genetic, phenotypic, and ecological differences among individuals, populations, or species within a given ecosystem or biological community."
<drug>,"Pharmaceutical substance that interacts with biological systems to modify physiological functions or processes for therapeutic, preventive, or diagnostic purposes."
<first-generation antipsychotic drug>,"Psychotropic medication that primarily antagonizes dopamine D2 receptors and is used to treat psychotic disorders, characterized by a higher propensity for extrapyramidal side effects compared to second-generation antipsychotics."
<hyperglycemia>,"Metabolic condition that results in elevated blood glucose levels exceeding normal physiological ranges due to impaired insulin secretion, insulin action, or both."
<hypothalamic-pituitary-adrenal>,"Endocrine system axis that regulates stress response and homeostasis through the interaction of the hypothalamus, pituitary gland, and adrenal glands."
<illnes>,"Pathological condition that disrupts normal physiological functions, characterized by specific signs, symptoms, and underlying biological mechanisms."
<insulin resistance>,"Metabolic condition that occurs when cells exhibit diminished responsiveness to insulin, resulting in impaired glucose uptake and increased blood glucose levels."
<intervention>,"Health-related action that is designed to modify a clinical outcome or improve a patient's condition through therapeutic, preventive, or diagnostic means."
<intestinal barrier>,Biological barrier that regulates the passage of substances between the intestinal lumen and the systemic circulation while maintaining homeostasis and immune function.
"<liver function, systemic inflammation>","Physiological process that involves the liver's metabolic, synthetic, and detoxifying activities, which are modulated by systemic inflammatory mediators and contribute to the homeostatic response to inflammation."
<mental illnesse>,"Mental illnesses are disorders that affect cognitive, emotional, or behavioral functioning, characterized by significant distress or impairment in social, occupational, or other important areas of functioning."
<metabolic disorder>,"Disorder that involves abnormal biochemical processes in the body, leading to disruptions in metabolism and homeostasis."
<metabolic impairment>,"Physiological condition that involves a disruption in normal metabolic processes, leading to altered biochemical pathways and impaired energy production or utilization."
<metabolic side effect>,"Physiological alteration that occurs as a consequence of pharmacological intervention, characterized by changes in metabolic processes or pathways."
<metabolic syndrome>,"Cluster of metabolic abnormalities that increase the risk of cardiovascular disease and type 2 diabetes, characterized by insulin resistance, central obesity, dyslipidemia, and hypertension."
<mice model>,"Model organism that is genetically similar to humans and used in biomedical research to study disease mechanisms, drug efficacy, and genetic functions."
<microbiome-brain connections in bipolar disorder>,"Neurobiological interactions that involve the gut microbiome and its influence on neurochemical pathways, behavioral patterns, and mood regulation in individuals with bipolar disorder."
<microbiota-derived extracellular vesicle>,"Extracellular vesicle that originates from microbiota and contains biomolecules such as proteins, lipids, and nucleic acids, facilitating intercellular communication and influencing host physiological processes."
<olanzapine>,"Antipsychotic medication that acts as a thienobenzodiazepine derivative, primarily functioning as a dopamine D2 receptor antagonist and serotonin 5-HT2A receptor antagonist, utilized in the treatment of schizophrenia and bipolar disorder."
<postbiotic>,Biological product that results from the metabolic activity of live microorganisms and exerts beneficial effects on host health.
<probiotic>,Microorganism that contributes to the host's health by modulating gut microbiota and enhancing intestinal barrier function.
<psychiatric patient>,"Individual that has been diagnosed with a mental disorder, characterized by significant alterations in cognition, emotion, or behavior, which impair functioning and may require clinical intervention."
<quetiapine>,"Antipsychotic medication that acts as a serotonin-dopamine antagonist, primarily used in the treatment of schizophrenia and bipolar disorder."
<risperidone>,"Antipsychotic medication that acts as a selective antagonist of dopamine D2 and serotonin 5-HT2A receptors, utilized primarily in the treatment of schizophrenia and bipolar disorder."
<signaling>,"Biological process that involves the transmission of information between cells or within a cell, characterized by the interaction of signaling molecules with specific receptors, leading to a cellular response."
<strain probiotic>,"Microbial strain that possesses beneficial effects on host health, particularly through modulation of gut microbiota and enhancement of immune function."
<therapy>,"Intervention that aims to alleviate, cure, or manage a medical condition through various modalities, including pharmacological, physical, psychological, or surgical methods."
<treating>,"Process that involves the application of therapeutic interventions to manage, alleviate, or cure a medical condition or disease."
<weight gain>,"Increase in body mass that results from an accumulation of adipose tissue, lean mass, or fluid, often measured in kilograms or pounds, and associated with various physiological, metabolic, and health implications."
